event_id_cnty,country,year,latitude,longitude
BRA49834,Brazil,2022,-15.5961,-56.0967
MEX54985,Mexico,2022,17.0709,-96.6477
MEX54900,Mexico,2022,17.6693,-95.734
MEX54975,Mexico,2022,17.5516,-99.5011
ARG9380,Argentina,2022,-34.6141,-58.4579
ARG9379,Argentina,2022,-34.6141,-58.4579
MEX54983,Mexico,2022,18.8453,-99.2241
BRA49842,Brazil,2022,-9.3892,-40.5027
COL9564,Colombia,2022,6.6354,-71.5778
MEX54847,Mexico,2022,16.8619,-99.8866
MEX54884,Mexico,2022,16.8619,-99.8866
COL9565,Colombia,2022,10.3917,-75.4824
BRA49828,Brazil,2022,-12.2667,-38.9667
MEX54988,Mexico,2022,19.1049,-97.9527
MEX54897,Mexico,2022,18.1379,-94.453
MEX54984,Mexico,2022,25.6647,-100.311
CHI15717,Chile,2022,-45.4037,-72.6846
MEX54999,Mexico,2022,22.3916,-97.9367
MEX55001,Mexico,2022,22.3916,-97.9367
MEX54941,Mexico,2022,19.7034,-101.192
COL9573,Colombia,2022,6.9433,-71.2164
PER3803,Peru,2022,-14.8864,-70.5889
CHI8200,Chile,2022,-38.7645,-72.7556
COL9574,Colombia,2022,6.7971,-71.7686
ARG9388,Argentina,2022,-26.1813,-58.1881
BRA49866,Brazil,2022,-27.2316,-52.0228
CHI8202,Chile,2022,-33.4569,-70.6483
CHI8201,Chile,2022,-18.4746,-70.2979
PER3805,Peru,2022,-18.0147,-70.2536
PER3804,Peru,2022,-15.8422,-70.0199
ARG9397,Argentina,2022,-31.4396,-68.5205
BRA49857,Brazil,2022,-7.115,-34.8631
CHI8199,Chile,2022,-38.709,-73.167
ARG9385,Argentina,2022,-37.9975,-57.5483
CHI8203,Chile,2022,-33.036,-71.6296
ARG9386,Argentina,2022,-34.9206,-57.9529
PER3801,Peru,2022,-5.2266,-80.6158
MEX54910,Mexico,2022,17.06,-96.7255
MEX54940,Mexico,2022,17.06,-96.7255
MEX54924,Mexico,2022,23.8458,-104.241
MEX54925,Mexico,2022,23.7328,-103.9837
MEX54930,Mexico,2022,19.0509,-98.3007
ARG9387,Argentina,2022,-34.6141,-58.4579
MEX54901,Mexico,2022,18.9218,-99.2349
PER3802,Peru,2022,-5.1945,-80.6328
MEX54864,Mexico,2022,19.2524,-100.02
COL9575,Colombia,2022,6.6354,-71.5778
MEX54861,Mexico,2022,16.8619,-99.8866
MEX54991,Mexico,2022,16.8619,-99.8866
COL9577,Colombia,2022,9.3731,-75.7596
MEX54943,Mexico,2022,24.8088,-107.394
MEX110435,Mexico,2022,19.7876,-98.5523
CHI15417,Chile,2022,-35.0542,-71.2682
MEX55019,Mexico,2022,22.3916,-97.9367
MEX54902,Mexico,2022,19.359,-99.0926
MEX54944,Mexico,2022,19.4193,-99.1137
MEX54903,Mexico,2022,19.5134,-98.8815
MEX55017,Mexico,2022,16.4397,-95.4431
PER3809,Peru,2022,-14.8864,-70.5889
ARG9389,Argentina,2022,-31.5347,-68.5303
COL9583,Colombia,2022,12.1978,-72.1453
BRA49873,Brazil,2022,-15.5038,-41.2392
BRA49891,Brazil,2022,-22.7253,-47.6492
ARG9390,Argentina,2022,-46.4445,-67.5223
MEX54931,Mexico,2022,19.7034,-101.192
ARG9398,Argentina,2022,-31.4396,-68.5205
PER3808,Peru,2022,-15.3645,-70.3667
COL9581,Colombia,2022,4.6502,-74.1074
COL9582,Colombia,2022,4.6502,-74.1074
MEX55008,Mexico,2022,25.6652,-100.4025
BRA49877,Brazil,2022,-2.5297,-44.3028
MEX54936,Mexico,2022,17.06,-96.7255
PER3806,Peru,2022,-3.7491,-73.2538
MEX55035,Mexico,2022,17.9878,-92.9194
PER3807,Peru,2022,-5.1945,-80.6328
MEX54840,Mexico,2022,22.1517,-100.977
MEX54904,Mexico,2022,22.1517,-100.977
MEX54860,Mexico,2022,24.8088,-107.394
MEX54950,Mexico,2022,27.9709,-114.0364
MEX54935,Mexico,2022,19.4313,-99.1531
MEX55021,Mexico,2022,16.754,-93.1152
MEX54937,Mexico,2022,20.6764,-103.3422
PER3811,Peru,2022,-13.1588,-74.2232
PER3812,Peru,2022,-14.793,-71.4128
PER3814,Peru,2022,-11.5941,-76.0833
ARG9392,Argentina,2022,-34.5659,-59.1143
COL9584,Colombia,2022,10.9799,-74.8013
BRA49900,Brazil,2022,-21.7633,-43.3501
ARG9391,Argentina,2022,-34.9206,-57.9529
ARG9393,Argentina,2022,-32.4104,-63.2431
MEX54845,Mexico,2022,19.7034,-101.192
ARG9399,Argentina,2022,-31.1364,-64.2965
BRA49935,Brazil,2022,-7.115,-34.8631
ARG9400,Argentina,2022,-46.4445,-67.5223
MEX55036,Mexico,2022,20.2108,-87.4632
ARG9395,Argentina,2022,-33.2964,-66.3279
CHI8454,Chile,2022,-41.7719,-73.1333
PER3816,Peru,2022,-15.3645,-70.3667
PER3810,Peru,2022,-16.3989,-71.535
COL9585,Colombia,2022,4.6502,-74.1074
ARG9394,Argentina,2022,-37.1368,-63.6669
MEX55022,Mexico,2022,19.2935,-99.6573
MEX54934,Mexico,2022,17.5516,-99.5011
MEX54942,Mexico,2022,17.5516,-99.5011
PER3815,Peru,2022,-3.7491,-73.2538
MEX55023,Mexico,2022,19.4209,-102.0628
MEX55024,Mexico,2022,19.5271,-96.9226
MEX54839,Mexico,2022,17.4557,-99.0368
PER3813,Peru,2022,-11.7691,-74.7953
CHI15419,Chile,2022,-18.4746,-70.2979
CHI15420,Chile,2022,-34.9856,-71.2398
MEX54909,Mexico,2022,20.2108,-87.4632
MEX54915,Mexico,2022,20.9672,-89.6244
MEX55026,Mexico,2022,18.0178,-94.6831
MEX54908,Mexico,2022,19.4313,-99.1531
CHI8207,Chile,2022,-33.4311,-70.6045
COL9590,Colombia,2022,6.2496,-75.5774
ARG9396,Argentina,2022,-37.3769,-63.7731
BRA49915,Brazil,2022,-9.9747,-67.81
BRA49928,Brazil,2022,-22.3147,-49.0606
CHI8204,Chile,2022,-18.4746,-70.2979
PER3817,Peru,2022,-12.083,-77.0348
BRA49924,Brazil,2022,-22.7161,-43.5553
MEX55039,Mexico,2022,17.6505,-101.5482
COL9657,Colombia,2022,12.1978,-72.1453
CHI8388,Chile,2022,-41.7719,-73.1333
CHI8209,Chile,2022,-33.0246,-71.5518
CHI8208,Chile,2022,-33.0246,-71.5518
CHI8206,Chile,2022,-33.4569,-70.6483
MEX55014,Mexico,2022,25.7813,-100.1892
MEX55025,Mexico,2022,16.8619,-99.8866
COL9591,Colombia,2022,10.3917,-75.4824
CHI15435,Chile,2022,-28.5762,-70.7594
ARG9401,Argentina,2022,-26.1813,-58.1881
COL9606,Colombia,2022,4.8057,-75.7171
COL9602,Colombia,2022,10.1425,-75.6835
ARG9402,Argentina,2022,-32.9528,-60.6473
MEX55042,Mexico,2022,26.8914,-111.9826
PER3820,Peru,2022,-9.1208,-78.5279
COL9605,Colombia,2022,8.2475,-73.3558
PER3822,Peru,2022,-6.7011,-79.9061
BRA49980,Brazil,2022,-20.6707,-40.4997
BRA49977,Brazil,2022,-12.9711,-38.5108
MEX55065,Mexico,2022,19.4313,-99.1531
MEX55084,Mexico,2022,18.0178,-94.6831
MEX55085,Mexico,2022,17.9093,-94.0903
MEX55067,Mexico,2022,26.9012,-101.4172
MEX55069,Mexico,2022,19.8219,-101.5847
PER3821,Peru,2022,-9.9306,-76.2422
ARG9403,Argentina,2022,-34.6141,-58.4579
MEX55079,Mexico,2022,18.6258,-97.4047
COL9614,Colombia,2022,3.4376,-76.519
PER3823,Peru,2022,-16.3989,-71.535
BRA49997,Brazil,2022,-9.9747,-67.81
BRA50022,Brazil,2022,-23.9631,-46.3919
BRA50006,Brazil,2022,-21.7633,-43.3501
ARG9404,Argentina,2022,-38.2684,-57.841
ARG9405,Argentina,2022,-31.5576,-64.1959
MEX55104,Mexico,2022,19.359,-99.0926
MEX55119,Mexico,2022,20.6764,-103.3422
MEX55108,Mexico,2022,25.5701,-103.4964
MEX55103,Mexico,2022,19.4313,-99.1531
MEX55120,Mexico,2022,19.4088,-99.0182
BRA50105,Brazil,2022,-23.9608,-46.3336
CHI8212,Chile,2022,-33.4311,-70.6045
CHI8211,Chile,2022,-40.574,-73.1335
MEX55102,Mexico,2022,19.4313,-99.1531
PER3825,Peru,2022,-15.4944,-70.1208
MEX55115,Mexico,2022,17.5516,-99.5011
MEX55132,Mexico,2022,17.9878,-92.9194
PER3824,Peru,2022,-5.1945,-80.6328
MEX55101,Mexico,2022,16.737,-92.6376
MEX55111,Mexico,2022,16.8619,-99.8866
MEX55112,Mexico,2022,16.8619,-99.8866
MEX55113,Mexico,2022,16.8619,-99.8866
MEX55117,Mexico,2022,17.5469,-98.5821
MEX55118,Mexico,2022,20.1224,-98.737
COL9628,Colombia,2022,9.3023,-75.3955
PER3827,Peru,2022,-11.4594,-75.9572
PER3830,Peru,2022,-15.8422,-70.0199
ARG9409,Argentina,2022,-36.6205,-64.2899
BRA50027,Brazil,2022,-12.9711,-38.5108
BRA50038,Brazil,2022,-1.444,-48.4728
PER3828,Peru,2022,-12.0768,-77.0442
ARG9408,Argentina,2022,-31.1364,-64.2965
BRA50025,Brazil,2022,-3.1361,-58.4368
MEX55166,Mexico,2022,22.2161,-97.8584
MEX55137,Mexico,2022,19.4313,-99.1531
MEX55136,Mexico,2022,19.4313,-99.1531
MEX55134,Mexico,2022,24.1487,-110.307
COL9618,Colombia,2022,4.6502,-74.1074
COL9619,Colombia,2022,4.6502,-74.1074
CHI8213,Chile,2022,-37.2457,-73.3153
ARG9407,Argentina,2022,-42.7672,-65.0363
ARG9406,Argentina,2022,-34.7577,-58.4036
MEX55142,Mexico,2022,17.5516,-99.5011
PER3829,Peru,2022,-3.7491,-73.2538
MEX55150,Mexico,2022,18.9218,-99.2349
MEX55152,Mexico,2022,18.8453,-99.2241
BRA50045,Brazil,2022,-10.9111,-37.0717
MEX55135,Mexico,2022,16.737,-92.6376
PER3826,Peru,2022,-11.5189,-75.8994
MEX55159,Mexico,2022,25.6647,-100.311
COL9630,Colombia,2022,6.2496,-75.5774
ARG9411,Argentina,2022,-36.6734,-64.3794
BRA50056,Brazil,2022,-19.9668,-44.2009
BRA50057,Brazil,2022,-19.747,-47.9373
BRA50051,Brazil,2022,-5.5264,-47.4917
ARG9410,Argentina,2022,-34.7265,-58.3266
BRA50067,Brazil,2022,-23.5488,-46.5369
MEX55182,Mexico,2022,19.4829,-99.1135
MEX55199,Mexico,2022,22.2161,-97.8584
MEX55180,Mexico,2022,19.4313,-99.1531
MEX55179,Mexico,2022,19.4313,-99.1531
MEX55181,Mexico,2022,19.4313,-99.1531
MEX55178,Mexico,2022,19.4313,-99.1531
CHI8455,Chile,2022,-33.4311,-70.6045
CHI8214,Chile,2022,-37.1678,-73.1861
MEX55183,Mexico,2022,19.359,-99.0926
MEX55174,Mexico,2022,20.0406,-90.2254
MEX55177,Mexico,2022,19.4313,-99.1531
ARG9412,Argentina,2022,-26.8198,-65.2169
MEX55196,Mexico,2022,18.3347,-97.245
MEX55198,Mexico,2022,17.9894,-93.3769
MEX55186,Mexico,2022,17.5516,-99.5011
MEX55175,Mexico,2022,16.7861,-92.3349
PER3831,Peru,2022,-11.7773,-75.5009
MEX55203,Mexico,2022,19.5271,-96.9226
BRA50058,Brazil,2022,-9.3892,-40.5027
MEX55202,Mexico,2022,19.1799,-96.1356
MEX55187,Mexico,2022,17.5453,-98.5986
CHI15423,Chile,2022,-37.2302,-73.2323
PER3832,Peru,2022,-16.3989,-71.535
ARG9413,Argentina,2022,-34.5659,-59.1143
ARG9417,Argentina,2022,-41.1335,-71.3103
ARG9416,Argentina,2022,-35.0368,-64.2466
COL9638,Colombia,2022,12.1978,-72.1453
BRA50078,Brazil,2022,-8.0539,-34.8811
ARG9414,Argentina,2022,-34.7265,-58.3266
PER3833,Peru,2022,-6.7332,-79.6359
COL9641,Colombia,2022,6.0123,-73.6729
MEX55249,Mexico,2022,29.0749,-110.959
MEX55252,Mexico,2022,22.2161,-97.8584
MEX55214,Mexico,2022,19.4313,-99.1531
MEX55213,Mexico,2022,19.4313,-99.1531
MEX55205,Mexico,2022,21.8798,-102.296
BRA50106,Brazil,2022,-9.9747,-67.81
BRA50599,Brazil,2022,-1.3656,-48.3722
CHI8457,Chile,2022,-33.5947,-71.6075
MEX55212,Mexico,2022,19.4313,-99.1531
MEX55215,Mexico,2022,19.4313,-99.1531
CHI8216,Chile,2022,-39.8142,-73.2459
MEX55229,Mexico,2022,19.2935,-99.6573
PER3834,Peru,2022,-15.4944,-70.1208
MEX55240,Mexico,2022,17.06,-96.7255
MEX55219,Mexico,2022,17.5516,-99.5011
MEX55220,Mexico,2022,17.5516,-99.5011
MEX55221,Mexico,2022,17.5516,-99.5011
CHI8215,Chile,2022,-38.7397,-72.5984
MEX55242,Mexico,2022,18.6455,-97.3981
MEX55211,Mexico,2022,19.4841,-99.1844
MEX55235,Mexico,2022,21.5074,-104.8938
MEX55236,Mexico,2022,21.5074,-104.8938
BRA50088,Brazil,2022,-10.9111,-37.0717
MEX55222,Mexico,2022,20.0592,-99.2211
MEX55256,Mexico,2022,17.8303,-95.8134
MEX55257,Mexico,2022,19.5271,-96.9226
MEX55248,Mexico,2022,23.2003,-106.4222
MEX55254,Mexico,2022,19.1734,-96.2236
MEX55253,Mexico,2022,18.7717,-96.8692
MEX55216,Mexico,2022,19.2429,-103.7281
MEX55228,Mexico,2022,19.3131,-98.8842
CHI15424,Chile,2022,-27.0705,-70.8279
CHI15718,Chile,2022,-35.4264,-71.6554
COL9643,Colombia,2022,10.5564,-75.5002
BRA50090,Brazil,2022,-12.9711,-38.5108
COL9647,Colombia,2022,7.8939,-72.5078
MEX55261,Mexico,2022,19.4313,-99.1531
MEX55284,Mexico,2022,17.9661,-94.7217
MEX55272,Mexico,2022,19.5882,-102.4697
ARG9452,Argentina,2022,-29.4133,-66.858
BRA50600,Brazil,2022,-23.9608,-46.3336
CHI8458,Chile,2022,-33.4569,-70.6483
MEX55259,Mexico,2022,19.372,-99.1579
MEX55260,Mexico,2022,19.4313,-99.1531
CHI8219,Chile,2022,-33.4311,-70.6045
ARG9420,Argentina,2022,-26.8198,-65.2169
CHI8218,Chile,2022,-39.8142,-73.2459
MEX55267,Mexico,2022,17.5516,-99.5011
MEX55268,Mexico,2022,17.5516,-99.5011
MEX55269,Mexico,2022,17.5516,-99.5011
MEX55270,Mexico,2022,17.5516,-99.5011
CHI8217,Chile,2022,-38.7397,-72.5984
ARG9418,Argentina,2022,-34.6141,-58.4579
MEX55279,Mexico,2022,19.044,-98.1975
MEX55265,Mexico,2022,16.9297,-99.8025
ARG9419,Argentina,2022,-32.3421,-65.0131
MEX55276,Mexico,2022,18.9865,-99.1012
BRA50089,Brazil,2022,-12.6975,-38.3242
MEX55472,Mexico,2022,18.1379,-94.453
ARG9422,Argentina,2022,-34.6984,-58.3145
PER3836,Peru,2022,-18.1589,-70.6788
ARG9427,Argentina,2022,-26.1813,-58.1881
BRA50137,Brazil,2022,-23.4628,-46.5333
CHI8220,Chile,2022,-20.2133,-70.1503
MEX55474,Mexico,2022,19.4313,-99.1531
ARG9424,Argentina,2022,-43.2527,-65.3062
MEX55368,Mexico,2022,18.6378,-91.8365
MEX55451,Mexico,2022,17.5516,-99.5011
MEX55436,Mexico,2022,19.0509,-98.3007
MEX55476,Mexico,2022,18.9218,-99.2349
MEX55477,Mexico,2022,19.3545,-98.1512
CHI15425,Chile,2022,-20.2508,-70.1097
CHI15689,Chile,2022,-33.4569,-70.6483
CHI15721,Chile,2022,-34.9856,-71.2398
ARG9432,Argentina,2022,-36.6734,-64.3794
PER3837,Peru,2022,-18.0147,-70.2536
BRA50145,Brazil,2022,-12.9711,-38.5108
MEX55478,Mexico,2022,24.1487,-110.307
MEX55371,Mexico,2022,29.0749,-110.959
MEX55490,Mexico,2022,16.5847,-95.2056
ARG9428,Argentina,2022,-34.9206,-57.9529
ARG9429,Argentina,2022,-34.9206,-57.9529
ARG9430,Argentina,2022,-34.9206,-57.9529
ARG9431,Argentina,2022,-34.7122,-58.4588
MEX55492,Mexico,2022,19.044,-98.1975
MEX55483,Mexico,2022,19.4209,-102.0628
MEX55350,Mexico,2022,16.8619,-99.8866
ARG9436,Argentina,2022,-28.8537,-66.237
ARG9437,Argentina,2022,-28.8537,-66.237
ARG9435,Argentina,2022,-27.9314,-65.8721
PER3838,Peru,2022,-16.3989,-71.535
ARG9433,Argentina,2022,-34.5659,-59.1143
COL9686,Colombia,2022,1.3369,-71.9514
COL9685,Colombia,2022,8.9431,-75.4459
BRA50182,Brazil,2022,-10.7375,-37.0817
BRA50168,Brazil,2022,-12.9711,-38.5108
BRA50169,Brazil,2022,-12.9711,-38.5108
BRA50173,Brazil,2022,-7.7783,-39.9411
COL9689,Colombia,2022,7.8939,-72.5078
BRA50166,Brazil,2022,-3.1361,-58.4368
MEX55409,Mexico,2022,31.7465,-106.485
MEX55377,Mexico,2022,25.5372,-103.5246
MEX55391,Mexico,2022,29.0749,-110.959
MEX55392,Mexico,2022,22.3916,-97.9367
MEX55372,Mexico,2022,32.6412,-115.476
MEX55419,Mexico,2022,17.5091,-91.9809
MEX55407,Mexico,2022,19.4313,-99.1531
MEX55394,Mexico,2022,20.9672,-89.6244
MEX55373,Mexico,2022,19.4313,-99.1531
MEX55286,Mexico,2022,19.7034,-101.192
MEX55408,Mexico,2022,28.6368,-106.0763
COL9746,Colombia,2022,7.3783,-73.9147
CHI8459,Chile,2022,-33.0246,-71.5518
BRA50177,Brazil,2022,-22.9064,-43.1822
CHI8222,Chile,2022,-37.2305,-73.4448
ARG9438,Argentina,2022,-42.0655,-71.5232
ARG9434,Argentina,2022,-34.45,-58.9166
MEX55495,Mexico,2022,17.0641,-96.6947
MEX55496,Mexico,2022,17.0709,-96.6477
MEX55494,Mexico,2022,20.2857,-99.0152
MEX55381,Mexico,2022,17.5516,-99.5011
MEX55453,Mexico,2022,17.5516,-99.5011
MEX55294,Mexico,2022,19.5511,-101.3445
MEX55389,Mexico,2022,19.044,-98.1975
MEX55382,Mexico,2022,18.9218,-99.2349
MEX55414,Mexico,2022,18.5991,-103.5048
MEX55455,Mexico,2022,17.1364,-100.4687
CHI8223,Chile,2022,-35.8467,-71.5931
MEX55379,Mexico,2022,16.8619,-99.8866
MEX55499,Mexico,2022,18.1829,-97.48
MEX55457,Mexico,2022,19.6355,-98.9119
MEX55376,Mexico,2022,19.2429,-103.7281
COL9684,Colombia,2022,10.3917,-75.4824
MEX55393,Mexico,2022,19.317,-98.2226
MEX55384,Mexico,2022,25.6647,-100.311
MEX55500,Mexico,2022,18.0702,-94.4069
MEX55292,Mexico,2022,24.8088,-107.394
MEX55390,Mexico,2022,24.8088,-107.394
MEX55493,Mexico,2022,20.1224,-98.737
ARG9441,Argentina,2022,-28.1063,-65.3191
PER3839,Peru,2022,-8.116,-79.03
COL9700,Colombia,2022,1.3369,-71.9514
COL9706,Colombia,2022,4.4396,-75.1937
COL9698,Colombia,2022,10.6088,-75.4472
BRA50191,Brazil,2022,-15.7797,-47.9297
BRA50184,Brazil,2022,-9.9747,-67.81
BRA50186,Brazil,2022,-9.6658,-35.7353
BRA50192,Brazil,2022,-3.4879,-45.2504
BRA50187,Brazil,2022,-3.819,-60.3623
BRA50189,Brazil,2022,-12.9711,-38.5108
BRA50190,Brazil,2022,-12.9711,-38.5108
BRA50198,Brazil,2022,-21.7633,-43.3501
BRA50208,Brazil,2022,-29.3928,-51.8683
COL9702,Colombia,2022,7.8939,-72.5078
BRA50199,Brazil,2022,-1.444,-48.4728
MEX55358,Mexico,2022,32.5325,-117.019
MEX55288,Mexico,2022,29.0749,-110.959
MEX55397,Mexico,2022,23.7311,-99.1513
MEX55537,Mexico,2022,22.2161,-97.8584
MEX55515,Mexico,2022,18.63,-99.1627
MEX55531,Mexico,2022,18.3363,-97.0201
MEX55509,Mexico,2022,19.7034,-101.192
MEX55520,Mexico,2022,16.5019,-95.9067
COL9747,Colombia,2022,7.3783,-73.9147
MEX55396,Mexico,2022,30.9827,-110.3017
ARG9515,Argentina,2022,-38.7179,-62.2622
ARG9527,Argentina,2022,-50.3376,-72.2589
ARG9523,Argentina,2022,-31.4355,-64.2009
ARG9516,Argentina,2022,-38.2684,-57.841
ARG9520,Argentina,2022,-38.5543,-58.7385
ARG9517,Argentina,2022,-37.9975,-57.5483
ARG9521,Argentina,2022,-37.2557,-56.9681
ARG9526,Argentina,2022,-38.9543,-68.0768
ARG9518,Argentina,2022,-36.6867,-56.6841
ARG9522,Argentina,2022,-43.2527,-65.3062
ARG9525,Argentina,2022,-27.3782,-55.9201
ARG9524,Argentina,2022,-29.4133,-66.858
BRA50185,Brazil,2022,-9.0634,-68.6725
ARG9439,Argentina,2022,-34.9206,-57.9529
ARG9440,Argentina,2022,-37.2557,-56.9681
MEX55289,Mexico,2022,17.8352,-93.3908
MEX55561,Mexico,2022,17.3591,-98.238
MEX55448,Mexico,2022,19.2935,-99.6573
MEX55516,Mexico,2022,17.06,-96.7255
MEX55501,Mexico,2022,17.5516,-99.5011
PER3840,Peru,2022,-3.7491,-73.2538
ARG9442,Argentina,2022,-34.6141,-58.4579
ARG9443,Argentina,2022,-34.6141,-58.4579
MEX55526,Mexico,2022,19.044,-98.1975
MEX55527,Mexico,2022,19.044,-98.1975
MEX55534,Mexico,2022,18.266,-93.225
MEX55351,Mexico,2022,18.9218,-99.2349
COL9704,Colombia,2022,8.2475,-73.3558
ARG9519,Argentina,2022,-37.7727,-57.4509
MEX55506,Mexico,2022,19.5991,-99.0492
MEX55418,Mexico,2022,19.5575,-99.6078
MEX55528,Mexico,2022,19.0765,-98.3091
MEX55458,Mexico,2022,24.8088,-107.394
CHI15427,Chile,2022,-28.5762,-70.7594
PER3842,Peru,2022,-12.7826,-74.9727
COL9708,Colombia,2022,6.2496,-75.5774
COL9720,Colombia,2022,1.3369,-71.9514
COL9729,Colombia,2022,4.9234,-75.0661
COL9713,Colombia,2022,4.6502,-74.1074
COL9717,Colombia,2022,10.0817,-75.1406
BRA50215,Brazil,2022,-15.7797,-47.9297
PER3841,Peru,2022,-16.3989,-71.535
ARG9446,Argentina,2022,-32.9528,-60.6473
BRA50213,Brazil,2022,-3.1019,-60.025
BRA50223,Brazil,2022,-7.115,-34.8631
ARG9445,Argentina,2022,-51.5795,-72.2115
MEX55353,Mexico,2022,19.6473,-102.0485
MEX55354,Mexico,2022,19.5104,-101.7661
MEX55460,Mexico,2022,20.9672,-89.6244
MEX55543,Mexico,2022,22.2161,-97.8584
MEX55412,Mexico,2022,31.7465,-106.485
MEX55290,Mexico,2022,16.7338,-92.0381
MEX55539,Mexico,2022,25.5372,-103.5246
MEX55456,Mexico,2022,19.4313,-99.1531
MEX55441,Mexico,2022,19.4313,-99.1531
MEX55359,Mexico,2022,32.6412,-115.476
COL9748,Colombia,2022,7.3783,-73.9147
CHI9283,Chile,2022,-29.9045,-71.2489
CHI8460,Chile,2022,-33.0246,-71.5518
COL9714,Colombia,2022,4.6502,-74.1074
COL9715,Colombia,2022,4.6502,-74.1074
COL9716,Colombia,2022,4.6502,-74.1074
MEX55545,Mexico,2022,20.3633,-97.3319
MEX55540,Mexico,2022,20.4736,-103.4431
MEX55398,Mexico,2022,17.5516,-99.5011
MEX55352,Mexico,2022,19.8569,-102.0544
MEX55440,Mexico,2022,16.737,-92.6376
CHI8227,Chile,2022,-35.4264,-71.6554
COL9724,Colombia,2022,8.2475,-73.3558
MEX55355,Mexico,2022,19.4234,-102.007
MEX55356,Mexico,2022,19.3485,-102.0556
MEX55410,Mexico,2022,19.5271,-96.9226
MEX55449,Mexico,2022,18.9065,-97.0832
ARG9444,Argentina,2022,-34.6141,-58.4579
MEX55293,Mexico,2022,24.8088,-107.394
MEX55399,Mexico,2022,24.8088,-107.394
CHI15428,Chile,2022,-33.036,-71.6296
ARG9447,Argentina,2022,-41.1335,-71.3103
BRA50234,Brazil,2022,-9.9747,-67.81
BRA50255,Brazil,2022,-23.5017,-47.4581
BRA50238,Brazil,2022,-12.9711,-38.5108
BRA50242,Brazil,2022,-21.7633,-43.3501
PER3844,Peru,2022,-14.0833,-70.4333
BRA50237,Brazil,2022,-3.1019,-60.025
BRA50253,Brazil,2022,-23.6613,-46.701
MEX55413,Mexico,2022,31.7465,-106.485
ARG9455,Argentina,2022,-32.9528,-60.6473
ARG9454,Argentina,2022,-51.536,-72.3379
COL9750,Colombia,2022,7.3783,-73.9147
PER3843,Peru,2022,-9.0853,-78.5783
MEX55547,Mexico,2022,18.6378,-91.8365
MEX55461,Mexico,2022,20.9672,-89.6244
ARG9453,Argentina,2022,-39.2948,-65.655
ARG9448,Argentina,2022,-26.8198,-65.2169
ARG9456,Argentina,2022,-26.8198,-65.2169
MEX55548,Mexico,2022,17.06,-96.7255
MEX55400,Mexico,2022,17.5516,-99.5011
MEX55402,Mexico,2022,21.5074,-104.8938
MEX55415,Mexico,2022,21.5074,-104.8938
MEX55401,Mexico,2022,19.4788,-99.2332
MEX55422,Mexico,2022,14.9111,-92.2643
MEX55360,Mexico,2022,31.8089,-116.5951
MEX55357,Mexico,2022,18.8349,-97.1534
CHI15429,Chile,2022,-33.4569,-70.6483
CHI15430,Chile,2022,-47.2535,-72.5752
CHI15431,Chile,2022,-33.4569,-70.6483
CHI15719,Chile,2022,-35.4264,-71.6554
BRA50257,Brazil,2022,-9.6658,-35.7353
ARG9449,Argentina,2022,-34.8531,-58.5222
BRA50261,Brazil,2022,-3.1019,-60.025
BRA50260,Brazil,2022,-3.1019,-60.025
MEX55459,Mexico,2022,18.4622,-97.392
MEX55554,Mexico,2022,18.9105,-103.8735
MEX55445,Mexico,2022,17.4036,-99.4671
